i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
701004145002902,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701004145002904,2010-11,Dar Es Salaam,0,0,0,2,2,0,2,0,2,0,2,2,0,0,2.48490665
7010041450033,2008-09,Dar Es Salaam,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.386294361
701004145003301,2010-11,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1.386294361
7010041450040,2008-09,Dar Es Salaam,0,6,6,0,0,6,6,0,0,6,0,6,6,0,3.737669618
701004145004001,2010-11,Dar Es Salaam,0,0,7,7,0,0,0,7,7,14,0,7,7,0,4.025351691
7010041450057,2008-09,Dar Es Salaam,0,2,0,2,0,0,0,0,0,4,2,0,0,0,2.302585093
701004145005701,2010-11,Dar Es Salaam,0,8,0,8,0,0,0,0,0,8,4,0,0,0,3.33220451
7010041450084,2008-09,Dar Es Salaam,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2.079441542
701004145008401,2010-11,Mainland Rural,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
7010050080034,2008-09,Dar Es Salaam,0,0,0,0,0,0,4,0,4,2,0,2,2,0,2.63905733
701005008003401,2010-11,Dar Es Salaam,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1.791759469
701005008003403,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7010050080036,2008-09,Dar Es Salaam,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2.079441542
701005008003601,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
7010050080044,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
701005008004401,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7010050080048,2008-09,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6931471806
701005008004801,2010-11,Dar Es Salaam,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
7010050080059,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
7010050080062,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1.386294361
701005008006201,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
701005008006202,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010050080066,2008-09,Dar Es Salaam,0,0,0,2,2,0,1,0,1,0,1,1,0,0,2.079441542
701005008006601,2010-11,Dar Es Salaam,0,0,2,4,2,0,2,0,4,0,2,2,0,0,2.890371758
7010050080072,2008-09,Dar Es Salaam,5,0,0,0,0,0,5,0,0,10,5,0,0,0,3.218875825
701005008007201,2010-11,Dar Es Salaam,6,0,6,0,0,0,0,0,6,12,6,0,0,0,3.583518938
7010061040006,2008-09,Dar Es Salaam,2,0,0,0,2,0,4,2,0,2,2,2,0,0,2.772588722
701006104000601,2010-11,Dar Es Salaam,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1.945910149
701006104000608,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010061040013,2008-09,Dar Es Salaam,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289
701006104001301,2010-11,Dar Es Salaam,0,0,0,0,2,0,0,0,0,2,0,0,2,2,2.079441542
7010061040042,2008-09,Dar Es Salaam,0,0,0,0,0,0,2,0,8,0,0,0,2,2,2.63905733
701006104004201,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,10,0,0,0,2,2,2.63905733
7010061040047,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1.386294361
701006104004702,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7010061040054,2008-09,Dar Es Salaam,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1.609437912
701006104005401,2010-11,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1.609437912
7010061040055,2008-09,Dar Es Salaam,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1.386294361
701006104005501,2010-11,Dar Es Salaam,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1.386294361
7010061040067,2008-09,Dar Es Salaam,0,0,0,0,0,0,3,3,3,3,0,3,3,0,2.890371758
701006104006701,2010-11,Dar Es Salaam,0,3,0,0,0,0,3,0,3,6,0,3,3,0,3.044522438
701006104006705,2010-11,Dar Es Salaam,0,0,2,0,2,0,0,0,0,2,2,2,0,0,2.302585093
701006104006706,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1.386294361
7010061040068,2008-09,Dar Es Salaam,0,0,0,0,0,0,3,6,3,0,0,0,3,3,2.890371758
701006104006805,2010-11,Dar Es Salaam,0,2,2,0,0,2,0,0,0,2,2,2,0,0,2.48490665
701006104006806,2010-11,Dar Es Salaam,2,0,0,0,0,0,0,2,0,0,2,2,0,0,2.079441542
7010070280034,2008-09,Dar Es Salaam,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1.386294361
701007028003401,2010-11,Dar Es Salaam,2,0,4,0,0,0,0,0,0,2,2,0,0,0,2.302585093
7010070280036,2008-09,Dar Es Salaam,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
701007028003601,2010-11,Dar Es Salaam,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1.791759469
7010070280044,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.386294361
701007028004401,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010070280048,2008-09,Dar Es Salaam,5,0,0,0,0,0,0,0,0,15,0,5,0,0,3.218875825
701007028004801,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,8,0,4,0,4,2.772588722
701007028004802,2010-11,Dar Es Salaam,0,2,0,2,0,0,0,0,2,2,0,0,0,0,2.079441542
7010070280059,2008-09,Dar Es Salaam,2,0,0,2,0,0,0,0,2,2,0,0,0,0,2.079441542
701007028005901,2010-11,Dar Es Salaam,3,0,3,3,0,0,0,0,0,3,3,0,0,0,2.708050201
7010070280065,2008-09,Dar Es Salaam,0,0,4,0,0,0,0,8,0,4,4,4,0,0,3.17805383
701007028006501,2010-11,Dar Es Salaam,0,0,4,0,0,0,0,4,0,8,0,4,4,0,3.17805383
7010070280068,2008-09,Dar Es Salaam,0,4,0,2,0,2,2,0,0,2,2,2,0,0,2.772588722
701007028006801,2010-11,Dar Es Salaam,0,4,0,2,0,2,2,0,0,2,2,2,0,0,2.772588722
7010070280072,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
701007028007201,2010-11,Dar Es Salaam,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
7010070520047,2008-09,Dar Es Salaam,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1.945910149
7010070520050,2008-09,Dar Es Salaam,0,3,3,0,0,0,0,0,0,6,3,3,0,0,2.890371758
701007052005001,2010-11,Dar Es Salaam,0,0,0,3,3,0,3,3,0,3,3,3,0,0,3.044522438
701007052005005,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361
7010070520055,2008-09,Dar Es Salaam,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
701007052005501,2010-11,Dar Es Salaam,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2.079441542
7010070520067,2008-09,Dar Es Salaam,2,2,0,0,0,2,2,2,2,0,0,2,2,0,2.772588722
701007052006701,2010-11,Dar Es Salaam,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1.945910149
7010070520086,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2.197224577
701007052008601,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1.386294361
7010070520089,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1.098612289
701007052008901,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.098612289
7010070520090,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1.386294361
701007052009001,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,7,21,7,7,0,28,4.248495242
7010070520091,2008-09,Dar Es Salaam,0,2,0,0,2,4,0,2,0,2,0,2,2,2,2.890371758
701007052009101,2010-11,Dar Es Salaam,0,1,0,0,1,1,0,2,0,1,0,1,1,0,2.079441542
701007052009103,2010-11,Mainland Other Urban,0,0,0,0,2,0,2,0,2,2,2,0,0,2,2.48490665
7010080050002,2008-09,Dar Es Salaam,0,0,0,3,0,0,0,3,6,9,0,0,3,3,3.295836866
701008005000201,2010-11,Dar Es Salaam,0,0,0,2,0,0,0,0,4,4,0,2,2,2,2.772588722
7010080050010,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7010080050016,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010080050024,2008-09,Dar Es Salaam,0,2,2,0,2,0,0,0,0,4,2,2,0,0,2.63905733
701008005002401,2010-11,Dar Es Salaam,0,0,1,1,1,0,0,0,0,2,1,0,0,0,1.791759469
701008005002403,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010080050038,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
701008005003801,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.098612289
7010080050041,2008-09,Dar Es Salaam,4,0,4,0,8,0,0,0,0,8,0,0,0,4,3.33220451
701008005004101,2010-11,Dar Es Salaam,0,0,4,0,12,0,0,4,0,4,0,0,0,4,3.33220451
701008005004102,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7010080050048,2008-09,Dar Es Salaam,0,0,0,3,12,3,9,0,0,0,6,6,0,0,3.663561646
701008005004801,2010-11,Dar Es Salaam,0,0,0,0,0,0,3,0,3,3,3,0,0,0,2.48490665
701008005004807,2010-11,Dar Es Salaam,2,0,0,0,4,2,4,0,0,0,2,2,0,0,2.772588722
7010080050049,2008-09,Dar Es Salaam,0,0,2,0,2,4,4,4,2,2,0,2,2,0,3.17805383
701008005004901,2010-11,Dar Es Salaam,0,0,1,0,1,2,0,0,3,2,0,0,1,1,2.397895273
7010080430007,2008-09,Dar Es Salaam,0,0,0,3,0,0,3,0,0,6,0,3,3,0,2.890371758
701008043000702,2010-11,Dar Es Salaam,0,0,0,3,0,0,3,3,0,3,0,0,0,3,2.708050201
7010080430011,2008-09,Dar Es Salaam,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
701008043001101,2010-11,Dar Es Salaam,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1.791759469
7010080430014,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
701008043001401,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1.386294361
7010080430024,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1.386294361
701008043002401,2010-11,Dar Es Salaam,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1.386294361
701008043002402,2010-11,Dar Es Salaam,0,0,0,2,0,0,0,0,0,2,2,2,0,0,2.079441542
7010080430032,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1.386294361
701008043003201,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1.386294361
7010080430040,2008-09,Dar Es Salaam,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1.609437912
701008043004001,2010-11,Dar Es Salaam,0,0,2,4,0,2,2,0,0,2,0,2,2,0,2.772588722
7010080430054,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701008043005401,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7010080430075,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
701008043007501,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7010090040001,2008-09,Dar Es Salaam,0,0,1,1,1,1,1,1,0,1,1,1,0,0,2.197224577
701009004000101,2010-11,Dar Es Salaam,0,2,2,0,2,4,2,0,0,4,2,2,0,0,2.995732274
7010090040012,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701009004001201,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361
7010090040016,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
701009004001601,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7010090040017,2008-09,Dar Es Salaam,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.098612289
701009004001701,2010-11,Dar Es Salaam,0,0,6,3,6,0,0,0,9,6,3,3,0,0,3.583518938
7010090040033,2008-09,Dar Es Salaam,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1.386294361
701009004003301,2010-11,Dar Es Salaam,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.386294361
7010090040057,2008-09,Dar Es Salaam,0,0,0,6,3,6,0,0,3,3,0,3,3,0,3.295836866
701009004005701,2010-11,Dar Es Salaam,0,0,0,2,0,1,1,0,1,0,0,1,1,0,1.945910149
701009004005705,2010-11,Dar Es Salaam,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1.791759469
7010090040079,2008-09,Dar Es Salaam,2,0,2,0,0,2,0,2,2,0,2,2,0,2,2.772588722
701009004007901,2010-11,Dar Es Salaam,0,0,1,0,1,0,0,2,0,0,2,0,0,1,1.945910149
701009004007908,2010-11,Mainland Other Urban,0,0,2,0,2,0,4,0,0,0,2,2,0,0,2.48490665
7010090490008,2008-09,Dar Es Salaam,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
701009049000801,2010-11,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
7010090490023,2008-09,Dar Es Salaam,2,0,2,0,0,0,0,2,0,2,2,0,2,0,2.48490665
701009049002301,2010-11,Dar Es Salaam,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
7010090490026,2008-09,Dar Es Salaam,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
701009049002601,2010-11,Dar Es Salaam,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361
7010090490029,2008-09,Dar Es Salaam,3,3,0,0,0,0,0,0,0,3,3,0,0,0,2.48490665
701009049002901,2010-11,Dar Es Salaam,0,3,3,0,0,0,0,0,0,0,3,3,0,0,2.48490665
7010090490042,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
701009049004201,2010-11,Dar Es Salaam,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1.791759469
7010090490045,2008-09,Dar Es Salaam,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1.791759469
701009049004501,2010-11,Dar Es Salaam,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1.791759469
7010090490099,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,10,20,0,5,5,0,0,3.688879454
701009049009901,2010-11,Dar Es Salaam,6,6,0,6,0,0,0,18,6,12,12,12,0,0,4.356708827
701009049009903,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701009049009908,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7010090490104,2008-09,Dar Es Salaam,0,9,3,0,3,3,0,0,3,3,3,6,0,0,3.496507561
701009049010401,2010-11,Dar Es Salaam,0,12,6,12,6,6,6,0,0,12,12,12,0,0,4.430816799
7010090870011,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1.386294361
701009087001101,2010-11,Dar Es Salaam,5,0,0,0,0,0,0,10,5,5,0,0,5,5,3.555348061
7010090870043,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1.386294361
701009087004301,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1.386294361
7010090870061,2008-09,Dar Es Salaam,0,5,5,0,0,0,5,0,10,10,0,0,5,5,3.80666249
701009087006101,2010-11,Dar Es Salaam,0,5,0,0,0,5,5,0,10,5,5,0,5,5,3.80666249
7010090870078,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701009087007801,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361
7010090870099,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701009087009901,2010-11,Dar Es Salaam,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1.386294361
7010090870107,2008-09,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
701009087010701,2010-11,Dar Es Salaam,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
7010090870110,2008-09,Dar Es Salaam,0,0,0,0,0,2,0,0,0,4,2,0,0,0,2.079441542
701009087011001,2010-11,Dar Es Salaam,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
7010091020002,2008-09,Dar Es Salaam,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1.791759469
701009102000201,2010-11,Dar Es Salaam,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
7010091020004,2008-09,Dar Es Salaam,0,0,3,0,3,3,0,6,0,0,3,3,0,3,3.17805383
701009102000401,2010-11,Dar Es Salaam,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
701009102000403,2010-11,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1.386294361
7010091020020,2008-09,Dar Es Salaam,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361
701009102002001,2010-11,Dar Es Salaam,2,0,0,0,2,0,2,0,0,0,2,2,0,0,2.302585093
7010091020029,2008-09,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
701009102002901,2010-11,Dar Es Salaam,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7010091020031,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
701009102003101,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7010091020036,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
701009102003601,2010-11,Dar Es Salaam,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1.791759469
7010091020077,2008-09,Dar Es Salaam,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
701009102007701,2010-11,Dar Es Salaam,2,0,2,0,0,0,0,0,0,2,2,0,0,0,2.079441542
7010091020083,2008-09,Dar Es Salaam,2,0,0,2,0,0,0,2,0,4,2,0,0,0,2.48490665
701009102008301,2010-11,Dar Es Salaam,0,0,2,2,0,0,0,4,0,2,2,0,0,0,2.48490665
701009102008304,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7010100710016,2008-09,Dar Es Salaam,0,0,0,1,0,0,0,0,1,1,2,0,0,1,1.791759469
701010071001601,2010-11,Dar Es Salaam,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1.791759469
7010100710020,2008-09,Dar Es Salaam,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1.609437912
7010100710028,2008-09,Dar Es Salaam,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1.386294361
7010100710045,2008-09,Dar Es Salaam,0,0,3,0,0,0,0,3,3,0,0,3,3,0,2.708050201
701010071004501,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1.791759469
701010071004502,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
7010100710054,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010100710055,2008-09,Dar Es Salaam,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.609437912
701010071005501,2010-11,Dar Es Salaam,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1.609437912
7010100710062,2008-09,Dar Es Salaam,0,0,1,0,1,0,2,0,1,0,0,1,0,0,1.791759469
701010071006201,2010-11,Dar Es Salaam,2,0,0,0,4,0,2,0,4,2,0,2,0,0,2.772588722
7010100710063,2008-09,Dar Es Salaam,4,0,0,2,0,2,0,0,2,4,4,2,0,4,3.17805383
701010071006301,2010-11,Dar Es Salaam,0,0,2,0,0,2,0,0,1,1,2,1,0,2,2.397895273
701010071006307,2010-11,Dar Es Salaam,6,0,0,0,0,0,0,3,0,0,3,3,0,0,2.708050201
7010102090001,2008-09,Dar Es Salaam,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
701010209000101,2010-11,Dar Es Salaam,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361
7010102090002,2008-09,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7010102090032,2008-09,Dar Es Salaam,0,0,0,2,0,2,0,0,0,2,0,0,0,0,1.791759469
701010209003201,2010-11,Dar Es Salaam,0,0,0,0,0,2,0,0,0,0,2,2,0,0,1.791759469
7010102090034,2008-09,Dar Es Salaam,0,2,2,0,0,0,0,0,2,2,0,0,0,0,2.079441542
701010209003401,2010-11,Dar Es Salaam,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2.079441542
7010102090038,2008-09,Dar Es Salaam,0,3,3,0,0,0,3,3,9,6,3,3,0,0,3.496507561
701010209003801,2010-11,Dar Es Salaam,0,4,0,0,0,0,0,4,12,8,4,8,0,0,3.688879454
701010209003802,2010-11,Dar Es Salaam,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1.609437912
7010102090043,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
701010209004301,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010102090056,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701010209005601,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7010102090066,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701010209006601,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7010110660008,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
701011066000801,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
7010110660012,2008-09,Dar Es Salaam,0,0,0,0,0,0,3,0,3,0,0,0,3,3,2.48490665
701011066001201,2010-11,Dar Es Salaam,0,0,0,4,0,0,4,0,4,0,0,0,4,4,2.995732274
7010110660037,2008-09,Dar Es Salaam,6,0,12,6,0,0,12,6,6,6,6,12,0,6,4.356708827
701011066003701,2010-11,Dar Es Salaam,5,5,0,10,0,0,10,5,0,5,5,5,0,5,4.007333185
701011066003708,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361
7010110660042,2008-09,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
701011066004201,2010-11,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
7010110660055,2008-09,Dar Es Salaam,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.098612289
7010110660116,2008-09,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
701011066011601,2010-11,Dar Es Salaam,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2.079441542
7010110660119,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7010110660135,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7010111000001,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701011100000101,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7010111000008,2008-09,Dar Es Salaam,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
701011100000801,2010-11,Dar Es Salaam,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
7010111000013,2008-09,Dar Es Salaam,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.098612289
701011100001301,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.098612289
7010111000016,2008-09,Dar Es Salaam,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912
701011100001601,2010-11,Dar Es Salaam,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1.609437912
7010111000067,2008-09,Dar Es Salaam,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
701011100006701,2010-11,Dar Es Salaam,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
7010111000070,2008-09,Dar Es Salaam,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2.079441542
701011100007001,2010-11,Dar Es Salaam,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2.079441542
7010111000074,2008-09,Dar Es Salaam,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2.079441542
701011100007401,2010-11,Dar Es Salaam,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
7010111000093,2008-09,Dar Es Salaam,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1.609437912
701011100009301,2010-11,Dar Es Salaam,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1.609437912
7010111450034,2008-09,Dar Es Salaam,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1.791759469
701011145003401,2010-11,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7010111450036,2008-09,Dar Es Salaam,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1.386294361
701011145003601,2010-11,Dar Es Salaam,0,0,0,0,2,0,2,0,2,0,0,2,2,0,2.302585093
7010111450044,2008-09,Dar Es Salaam,0,0,0,2,0,0,0,2,2,0,2,2,0,0,2.302585093
701011145004401,2010-11,Dar Es Salaam,0,0,0,2,0,0,0,2,2,0,2,2,0,0,2.302585093
7010111450048,2008-09,Dar Es Salaam,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1.791759469
701011145004801,2010-11,Dar Es Salaam,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1.791759469
7010111450059,2008-09,Dar Es Salaam,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1.791759469
701011145005901,2010-11,Dar Es Salaam,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1.791759469
7010111450062,2008-09,Dar Es Salaam,0,0,3,6,0,0,0,0,3,3,0,0,0,0,2.708050201
701011145006201,2010-11,Dar Es Salaam,0,0,0,0,0,4,0,0,2,2,0,0,0,0,2.079441542
7010111450068,2008-09,Dar Es Salaam,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
