i,t,m,j,Expenditure
3462-001-01,2020-21,Zanzibar,Bread,4000
3462-001-01,2020-21,Zanzibar,Coconuts,7560
3462-001-01,2020-21,Zanzibar,Cooking Oil,2000
3462-001-01,2020-21,Zanzibar,Fish (fresh),8785.714286
3462-001-01,2020-21,Zanzibar,Irish Potatoes,1000
3462-001-01,2020-21,Zanzibar,Maize (flour),5600
3462-001-01,2020-21,Zanzibar,Other Fruits,4000
3462-001-01,2020-21,Zanzibar,Pulses,2800
3462-001-01,2020-21,Zanzibar,Rice (husked),8400
3462-001-01,2020-21,Zanzibar,Ripe Bananas,4000
3462-001-01,2020-21,Zanzibar,Salt,100
3462-001-01,2020-21,Zanzibar,Sugar,1000
3462-001-01,2020-21,Zanzibar,Tea (dry),200
3462-001-01,2020-21,Zanzibar,Vegetables (fresh),1600
3462-001-01,2020-21,Zanzibar,Wheat Flour,4500
3474-001-01,2020-21,Zanzibar,Bread,1428.571429
3474-001-01,2020-21,Zanzibar,"Buns, Cakes And Biscuits",2000
3474-001-01,2020-21,Zanzibar,Cassava Fresh,4500
3474-001-01,2020-21,Zanzibar,Coconuts,7200
3474-001-01,2020-21,Zanzibar,Cooking Oil,4000
3474-001-01,2020-21,Zanzibar,Fish (fresh),21964.28571
3474-001-01,2020-21,Zanzibar,Irish Potatoes,1000
3474-001-01,2020-21,Zanzibar,Leafy Greens,1583.333333
3474-001-01,2020-21,Zanzibar,Maize (flour),1400
3474-001-01,2020-21,Zanzibar,Millet & Sorghum (grain),3200
3474-001-01,2020-21,Zanzibar,Other Fruits,12000
3474-001-01,2020-21,Zanzibar,Other Spices,3125
3474-001-01,2020-21,Zanzibar,Plantains,10000
3474-001-01,2020-21,Zanzibar,Pulses,5600
3474-001-01,2020-21,Zanzibar,Rice (husked),10080
3474-001-01,2020-21,Zanzibar,Salt,300
3474-001-01,2020-21,Zanzibar,Soft drinks,1000
3474-001-01,2020-21,Zanzibar,Sugar,1500
3474-001-01,2020-21,Zanzibar,Sweets,283.3333333
3474-001-01,2020-21,Zanzibar,Tea (dry),500
3474-001-01,2020-21,Zanzibar,Vegetables (fresh),6400
3474-001-01,2020-21,Zanzibar,Wheat Flour,3000
3490-001-01,2020-21,Zanzibar,Bread,2800
3490-001-01,2020-21,Zanzibar,"Buns, Cakes And Biscuits",2000
3490-001-01,2020-21,Zanzibar,"Butter, Etc.",1000
3490-001-01,2020-21,Zanzibar,Cassava Fresh,4500
3490-001-01,2020-21,Zanzibar,Chicken,3750
3490-001-01,2020-21,Zanzibar,Coconuts,4800
3490-001-01,2020-21,Zanzibar,Cooking Oil,2000
3490-001-01,2020-21,Zanzibar,Eggs,3800
3490-001-01,2020-21,Zanzibar,Fish (fresh),4392.857143
3490-001-01,2020-21,Zanzibar,Irish Potatoes,500
3490-001-01,2020-21,Zanzibar,Leafy Greens,1583.333333
3490-001-01,2020-21,Zanzibar,Other Fruits,6000
3490-001-01,2020-21,Zanzibar,Other Spices,437.5
3490-001-01,2020-21,Zanzibar,Plantains,4000
3490-001-01,2020-21,Zanzibar,Pulses,2800
3490-001-01,2020-21,Zanzibar,Rice (husked),8820
3490-001-01,2020-21,Zanzibar,Ripe Bananas,6000
3490-001-01,2020-21,Zanzibar,Salt,250
3490-001-01,2020-21,Zanzibar,Sugar,1500
3490-001-01,2020-21,Zanzibar,Sugarcane,4166.666667
3490-001-01,2020-21,Zanzibar,Sweets,850
3490-001-01,2020-21,Zanzibar,Tea (dry),250
3490-001-01,2020-21,Zanzibar,Vegetables (fresh),2400
3490-001-01,2020-21,Zanzibar,Wheat Flour,3000
3527-001-01,2020-21,Zanzibar,Bread,10834.28571
3527-001-01,2020-21,Zanzibar,Coconuts,3360
3527-001-01,2020-21,Zanzibar,Cooking Oil,2000
3527-001-01,2020-21,Zanzibar,Fish (fresh),8785.714286
3527-001-01,2020-21,Zanzibar,Irish Potatoes,1000
3527-001-01,2020-21,Zanzibar,Pulses,2800
3527-001-01,2020-21,Zanzibar,Rice (husked),5040
3527-001-01,2020-21,Zanzibar,Salt,250
3527-001-01,2020-21,Zanzibar,Sugar,2000
3527-001-01,2020-21,Zanzibar,Tea (dry),250
3549-001-01,2020-21,Zanzibar,Bread,4514.285714
3549-001-01,2020-21,Zanzibar,Citrus Fruits,1250
3549-001-01,2020-21,Zanzibar,Coconuts,3360
3549-001-01,2020-21,Zanzibar,Fish (fresh),13178.57143
3549-001-01,2020-21,Zanzibar,Irish Potatoes,1000
3549-001-01,2020-21,Zanzibar,Plantains,6000
3549-001-01,2020-21,Zanzibar,Rice (husked),10080
3549-001-01,2020-21,Zanzibar,Salt,250
3549-001-01,2020-21,Zanzibar,Sugar,2000
3549-001-01,2020-21,Zanzibar,Tea (dry),200
3549-001-01,2020-21,Zanzibar,Vegetables (fresh),1600
3549-001-01,2020-21,Zanzibar,Wheat Flour,3000
3565-001-01,2020-21,Zanzibar,Bread,4000
3565-001-01,2020-21,Zanzibar,Cooking Oil,2000
3565-001-01,2020-21,Zanzibar,Fish (fresh),4392.857143
3565-001-01,2020-21,Zanzibar,Irish Potatoes,1000
3565-001-01,2020-21,Zanzibar,Maize (flour),5600
3565-001-01,2020-21,Zanzibar,Other Fruits,2000
3565-001-01,2020-21,Zanzibar,Pulses,2800
3565-001-01,2020-21,Zanzibar,Rice (husked),8400
3565-001-01,2020-21,Zanzibar,Salt,100
3565-001-01,2020-21,Zanzibar,Sugar,2000
3565-001-01,2020-21,Zanzibar,Tea (dry),200
3565-001-01,2020-21,Zanzibar,Vegetables (fresh),1600
3565-001-01,2020-21,Zanzibar,Wheat Flour,4500
3588-001-01,2020-21,Zanzibar,Bread,9800
3588-001-01,2020-21,Zanzibar,Coconuts,3300
3588-001-01,2020-21,Zanzibar,Cooking Oil,3000
3588-001-01,2020-21,Zanzibar,Fish (fresh),17571.42857
3588-001-01,2020-21,Zanzibar,Irish Potatoes,1000
3588-001-01,2020-21,Zanzibar,Leafy Greens,2850
3588-001-01,2020-21,Zanzibar,Rice (husked),35280
3588-001-01,2020-21,Zanzibar,Salt,250
3588-001-01,2020-21,Zanzibar,Sugar,2000
3588-001-01,2020-21,Zanzibar,Sweets,850
3588-001-01,2020-21,Zanzibar,Tea (dry),200
3588-001-01,2020-21,Zanzibar,Vegetables (fresh),1440
3606-001-01,2020-21,Mainland Rural,Cooking Oil,2500
3606-001-01,2020-21,Mainland Rural,Groundnuts,400
3606-001-01,2020-21,Mainland Rural,Leafy Greens,8010.680908
3606-001-01,2020-21,Mainland Rural,Maize (flour),11000
3606-001-01,2020-21,Mainland Rural,Other Fruits,8064.516129
3606-001-01,2020-21,Mainland Rural,Pulses,2000
3606-001-01,2020-21,Mainland Rural,Rice (husked),8400
3606-001-01,2020-21,Mainland Rural,Ripe Bananas,10000
3606-001-01,2020-21,Mainland Rural,Salt,250
3606-001-01,2020-21,Mainland Rural,Soft drinks,1000
3606-001-01,2020-21,Mainland Rural,Vegetables (fresh),2405.787781
3622-001-01,2020-21,Mainland Other Urban,Cassava Fresh,3528
3622-001-01,2020-21,Mainland Other Urban,Citrus Fruits,325.9220232
3622-001-01,2020-21,Mainland Other Urban,Coconuts,2668
3622-001-01,2020-21,Mainland Other Urban,Cooking Oil,3750
3622-001-01,2020-21,Mainland Other Urban,Eggs,2000
3622-001-01,2020-21,Mainland Other Urban,Fish (dried),2970.588235
3622-001-01,2020-21,Mainland Other Urban,Groundnuts,2857.142857
3622-001-01,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",1250
3622-001-01,2020-21,Mainland Other Urban,Leafy Greens,2724.500209
3622-001-01,2020-21,Mainland Other Urban,Maize (flour),10000
3622-001-01,2020-21,Mainland Other Urban,"Maize (green, cob)",9733.333333
3622-001-01,2020-21,Mainland Other Urban,Milk (fresh),4200
3622-001-01,2020-21,Mainland Other Urban,Plantains,8750
3622-001-01,2020-21,Mainland Other Urban,Pulses,3600
3622-001-01,2020-21,Mainland Other Urban,Rice (husked),9000
3622-001-01,2020-21,Mainland Other Urban,Salt,115
3622-001-01,2020-21,Mainland Other Urban,Sugar,2800
3622-001-01,2020-21,Mainland Other Urban,Sugarcane,1386.666667
3622-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),2474.019608
3622-001-01,2020-21,Mainland Other Urban,Yams/Cocoyams,7561.846154
3644-001-01,2020-21,Mainland Rural,Cassava Fresh,5000
3644-001-01,2020-21,Mainland Rural,Cooking Oil,1250
3644-001-01,2020-21,Mainland Rural,Fish (dried),1155.555556
3644-001-01,2020-21,Mainland Rural,Groundnuts,1000
3644-001-01,2020-21,Mainland Rural,Leafy Greens,1401.869159
3644-001-01,2020-21,Mainland Rural,Maize (flour),7000
3644-001-01,2020-21,Mainland Rural,"Maize (green, cob)",1888.888889
3644-001-01,2020-21,Mainland Rural,Other Spices,253.164557
3644-001-01,2020-21,Mainland Rural,Plantains,22140.2214
3644-001-01,2020-21,Mainland Rural,Pulses,1500
3644-001-01,2020-21,Mainland Rural,Ripe Bananas,7400
3644-001-01,2020-21,Mainland Rural,Salt,300
3644-001-01,2020-21,Mainland Rural,Sugar,2800
3644-001-01,2020-21,Mainland Rural,Sugarcane,903.1578947
3644-001-01,2020-21,Mainland Rural,Vegetables (fresh),890.1414791
3644-001-01,2020-21,Mainland Rural,Vegetables (preserved),1833.333333
3644-001-01,2020-21,Mainland Rural,Yams/Cocoyams,3589.74359
3665-001-01,2020-21,Mainland Rural,Beef,3000
3665-001-01,2020-21,Mainland Rural,Cassava Fresh,1500
3665-001-01,2020-21,Mainland Rural,Coconuts,962.1072089
3665-001-01,2020-21,Mainland Rural,Cooking Oil,4200
3665-001-01,2020-21,Mainland Rural,Fish (dried),8666.666667
3665-001-01,2020-21,Mainland Rural,Fish (fresh),4166.666667
3665-001-01,2020-21,Mainland Rural,Irish Potatoes,1200
3665-001-01,2020-21,Mainland Rural,Leafy Greens,704.9399199
3665-001-01,2020-21,Mainland Rural,Maize (flour),7000
3665-001-01,2020-21,Mainland Rural,Other Fruits,1693.548387
3665-001-01,2020-21,Mainland Rural,Plantains,913.2841328
3665-001-01,2020-21,Mainland Rural,Pulses,2000
3665-001-01,2020-21,Mainland Rural,Rice (husked),14700
3665-001-01,2020-21,Mainland Rural,Salt,200
3665-001-01,2020-21,Mainland Rural,Sugar,1400
3665-001-01,2020-21,Mainland Rural,Sweet Potatoes,2273.325359
3665-001-01,2020-21,Mainland Rural,Tea (dry),210
3665-001-01,2020-21,Mainland Rural,Vegetables (fresh),2694.482315
3665-001-01,2020-21,Mainland Rural,Wheat Flour,4500
3687-001-01,2020-21,Mainland Other Urban,Cooking Oil,2500
3687-001-01,2020-21,Mainland Other Urban,Leafy Greens,1634.700126
3687-001-01,2020-21,Mainland Other Urban,Maize (flour),3500
3687-001-01,2020-21,Mainland Other Urban,Other Spices,51
3687-001-01,2020-21,Mainland Other Urban,Plantains,5000
3687-001-01,2020-21,Mainland Other Urban,Pulses,2000
3687-001-01,2020-21,Mainland Other Urban,Salt,200
3687-001-01,2020-21,Mainland Other Urban,Sugar,2100
3687-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),1918.627451
3698-001-01,2020-21,Mainland Other Urban,Beef,7000
3698-001-01,2020-21,Mainland Other Urban,Bread,7001.166861
3698-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",4000
3698-001-01,2020-21,Mainland Other Urban,Citrus Fruits,1750
3698-001-01,2020-21,Mainland Other Urban,Coconuts,4000
3698-001-01,2020-21,Mainland Other Urban,Eggs,2000
3698-001-01,2020-21,Mainland Other Urban,Fish (fresh),6000
3698-001-01,2020-21,Mainland Other Urban,Goat Meat,8000
3698-001-01,2020-21,Mainland Other Urban,Irish Potatoes,6000
3698-001-01,2020-21,Mainland Other Urban,Leafy Greens,886.0163282
3698-001-01,2020-21,Mainland Other Urban,Maize (flour),4000
3698-001-01,2020-21,Mainland Other Urban,Other Fruits,5000
3698-001-01,2020-21,Mainland Other Urban,Plantains,3000
3698-001-01,2020-21,Mainland Other Urban,Pulses,2000
3698-001-01,2020-21,Mainland Other Urban,Rice (husked),9000
3698-001-01,2020-21,Mainland Other Urban,Salt,20
3698-001-01,2020-21,Mainland Other Urban,Soft drinks,4000
3698-001-01,2020-21,Mainland Other Urban,Sugar,2800
3698-001-01,2020-21,Mainland Other Urban,Tea (dry),150
3698-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),4200
3698-001-01,2020-21,Mainland Other Urban,Wheat Flour,4200
3717-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,1400
3717-001-01,2020-21,Mainland Rural,Cassava Fresh,2458
3717-001-01,2020-21,Mainland Rural,Maize (flour),7000
3717-001-01,2020-21,Mainland Rural,Other Fruits,3437.903226
3717-001-01,2020-21,Mainland Rural,Plantains,3846.863469
3717-001-01,2020-21,Mainland Rural,Ripe Bananas,715
3717-001-01,2020-21,Mainland Rural,Salt,250
3717-001-01,2020-21,Mainland Rural,Vegetables (fresh),342.8247588
3717-001-01,2020-21,Mainland Rural,Vegetables (preserved),870
3717-001-01,2020-21,Mainland Rural,Yams/Cocoyams,2833.846154
3740-001-01,2020-21,Mainland Rural,Bread,5000
3740-001-01,2020-21,Mainland Rural,Cooking Oil,5000
3740-001-01,2020-21,Mainland Rural,Fish (fresh),3916.666667
3740-001-01,2020-21,Mainland Rural,Leafy Greens,220.293725
3740-001-01,2020-21,Mainland Rural,Local Brews,750
3740-001-01,2020-21,Mainland Rural,Maize (flour),11000
3740-001-01,2020-21,Mainland Rural,Other Fruits,6358.064516
3740-001-01,2020-21,Mainland Rural,Pulses,6000
3740-001-01,2020-21,Mainland Rural,Rice (husked),7000
3740-001-01,2020-21,Mainland Rural,Salt,264
3740-001-01,2020-21,Mainland Rural,Soft drinks,1000
3740-001-01,2020-21,Mainland Rural,Sugar,5600
3740-001-01,2020-21,Mainland Rural,Tea (dry),1600
3740-001-01,2020-21,Mainland Rural,Vegetables (fresh),400
3756-001-01,2020-21,Mainland Rural,Coconuts,3500
3756-001-01,2020-21,Mainland Rural,Cooking Oil,1250
3756-001-01,2020-21,Mainland Rural,Fish (fresh),10416.66667
3756-001-01,2020-21,Mainland Rural,Leafy Greens,360.4806409
3756-001-01,2020-21,Mainland Rural,Maize (flour),1500
3756-001-01,2020-21,Mainland Rural,Milk (fresh),500
3756-001-01,2020-21,Mainland Rural,Rice (husked),4200
3756-001-01,2020-21,Mainland Rural,Salt,150
3756-001-01,2020-21,Mainland Rural,Sugar,700
3756-001-01,2020-21,Mainland Rural,Tea (dry),100
3756-001-01,2020-21,Mainland Rural,Vegetables (fresh),1804.340836
3756-001-01,2020-21,Mainland Rural,Wheat Flour,3000
3779-001-02,2020-21,Mainland Rural,Cooking Oil,2500
3779-001-02,2020-21,Mainland Rural,Maize (flour),8000
3779-001-02,2020-21,Mainland Rural,Other Fruits,4032.258065
3779-001-02,2020-21,Mainland Rural,Pulses,2000
3779-001-02,2020-21,Mainland Rural,Rice (husked),1400
3779-001-02,2020-21,Mainland Rural,Ripe Bananas,700
3779-001-02,2020-21,Mainland Rural,Salt,250
3779-001-02,2020-21,Mainland Rural,Vegetables (fresh),1202.893891
3779-001-02,2020-21,Mainland Rural,Vegetables (preserved),1250
3799-001-01,2020-21,Mainland Rural,Cooking Oil,1000
3799-001-01,2020-21,Mainland Rural,Fish (fresh),895.8333333
3799-001-01,2020-21,Mainland Rural,Maize (flour),10000
3799-001-01,2020-21,Mainland Rural,Nuts,2678.571429
3799-001-01,2020-21,Mainland Rural,Other Fruits,4435.483871
3799-001-01,2020-21,Mainland Rural,Pulses,3000
3799-001-01,2020-21,Mainland Rural,Salt,150
3799-001-01,2020-21,Mainland Rural,Vegetables (fresh),721.7363344
3819-001-01,2020-21,Mainland Other Urban,Bottled Beer,2142.857143
3819-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",282.8571429
3819-001-01,2020-21,Mainland Other Urban,Cassava Fresh,1633.333333
3819-001-01,2020-21,Mainland Other Urban,Citrus Fruits,339.5021075
3819-001-01,2020-21,Mainland Other Urban,Coconuts,1150
3819-001-01,2020-21,Mainland Other Urban,Cooking Oil,750
3819-001-01,2020-21,Mainland Other Urban,Fish (fresh),2400
3819-001-01,2020-21,Mainland Other Urban,Leafy Greens,1506.227758
3819-001-01,2020-21,Mainland Other Urban,Maize (flour),1000
3819-001-01,2020-21,Mainland Other Urban,Other Fruits,2963.125549
3819-001-01,2020-21,Mainland Other Urban,Plantains,5833.333333
3819-001-01,2020-21,Mainland Other Urban,Rice (husked),1500
3819-001-01,2020-21,Mainland Other Urban,Salt,150
3819-001-01,2020-21,Mainland Other Urban,Sugar,700
3819-001-01,2020-21,Mainland Other Urban,Tea (dry),120
3819-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),1211.764706
3819-001-01,2020-21,Mainland Other Urban,Wine & Spirits,1916.666667
3838-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",400
3838-001-01,2020-21,Mainland Rural,Cooking Oil,1000
3838-001-01,2020-21,Mainland Rural,Fish (dried),1213.333333
3838-001-01,2020-21,Mainland Rural,Goat Meat,6000
3838-001-01,2020-21,Mainland Rural,Maize (flour),3000
3838-001-01,2020-21,Mainland Rural,Other Fruits,150
3838-001-01,2020-21,Mainland Rural,Pulses,2000
3838-001-01,2020-21,Mainland Rural,Salt,100
3838-001-01,2020-21,Mainland Rural,Sugar,350
3838-001-01,2020-21,Mainland Rural,Tea (dry),210
3838-001-01,2020-21,Mainland Rural,Vegetables (fresh),962.3151125
3852-001-01,2020-21,Mainland Rural,Bread,810
3852-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",600
3852-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,2100
3852-001-01,2020-21,Mainland Rural,Coconuts,2303.284658
3852-001-01,2020-21,Mainland Rural,Cooking Oil,810
3852-001-01,2020-21,Mainland Rural,Fish (dried),473.7777778
3852-001-01,2020-21,Mainland Rural,Goat Meat,12000
3852-001-01,2020-21,Mainland Rural,Groundnuts,2000
3852-001-01,2020-21,Mainland Rural,Leafy Greens,469.4259012
3852-001-01,2020-21,Mainland Rural,Maize (flour),3500
3852-001-01,2020-21,Mainland Rural,Milk (fresh),3500
3852-001-01,2020-21,Mainland Rural,Other Fruits,1016.129032
3852-001-01,2020-21,Mainland Rural,Rice (husked),1400
3852-001-01,2020-21,Mainland Rural,Salt,119
3852-001-01,2020-21,Mainland Rural,Sugar,2100
3852-001-01,2020-21,Mainland Rural,Sweet Potatoes,583.4868421
3852-001-01,2020-21,Mainland Rural,Tea (dry),180
3852-001-01,2020-21,Mainland Rural,Vegetables (fresh),811.9533762
3890-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",400
3890-001-01,2020-21,Mainland Rural,Chicken,6500
3890-001-01,2020-21,Mainland Rural,Cooking Oil,600
3890-001-01,2020-21,Mainland Rural,Irish Potatoes,1000
3890-001-01,2020-21,Mainland Rural,Leafy Greens,1301.735648
3890-001-01,2020-21,Mainland Rural,Maize (flour),14000
3890-001-01,2020-21,Mainland Rural,Nuts,500
3890-001-01,2020-21,Mainland Rural,Rice (husked),3850
3890-001-01,2020-21,Mainland Rural,Salt,100
3890-001-01,2020-21,Mainland Rural,Sugar,700
3890-001-01,2020-21,Mainland Rural,Tea (dry),120
3890-001-01,2020-21,Mainland Rural,Vegetables (fresh),3326.001608
3911-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",363.6734694
3911-001-01,2020-21,Mainland Other Urban,Coconuts,1150
3911-001-01,2020-21,Mainland Other Urban,Cooking Oil,825
3911-001-01,2020-21,Mainland Other Urban,Fish (fresh),900
3911-001-01,2020-21,Mainland Other Urban,Groundnuts,1428.571429
3911-001-01,2020-21,Mainland Other Urban,Leafy Greens,496.1691438
3911-001-01,2020-21,Mainland Other Urban,Maize (flour),3000
3911-001-01,2020-21,Mainland Other Urban,"Maize (green, cob)",333.3333333
3911-001-01,2020-21,Mainland Other Urban,Rice (husked),7500
3911-001-01,2020-21,Mainland Other Urban,Salt,250
3911-001-01,2020-21,Mainland Other Urban,Sugar,2100
3911-001-01,2020-21,Mainland Other Urban,Sugarcane,66.66666667
3911-001-01,2020-21,Mainland Other Urban,Sweets,200
3911-001-01,2020-21,Mainland Other Urban,Tea (dry),120
3911-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),1136.029412
3911-001-01,2020-21,Mainland Other Urban,Wheat Flour,700
3948-001-01,2020-21,Mainland Rural,Cassava Fresh,4408.5
3948-001-01,2020-21,Mainland Rural,Cooking Oil,3750
3948-001-01,2020-21,Mainland Rural,Fish (fresh),3908.333333
3948-001-01,2020-21,Mainland Rural,Leafy Greens,1230.440587
3948-001-01,2020-21,Mainland Rural,Maize (flour),10500
3948-001-01,2020-21,Mainland Rural,Pulses,6000
3948-001-01,2020-21,Mainland Rural,Rice (husked),2800
3948-001-01,2020-21,Mainland Rural,Salt,500
3948-001-01,2020-21,Mainland Rural,Sweet Potatoes,1435.036633
3948-001-01,2020-21,Mainland Rural,Vegetables (fresh),1698.486174
3985-001-01,2020-21,Mainland Other Urban,Beef,21000
3985-001-01,2020-21,Mainland Other Urban,Bread,2000
3985-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",4283.265306
3985-001-01,2020-21,Mainland Other Urban,Cooking Oil,10000
3985-001-01,2020-21,Mainland Other Urban,Goat Meat,8000
3985-001-01,2020-21,Mainland Other Urban,Irish Potatoes,2000
3985-001-01,2020-21,Mainland Other Urban,Leafy Greens,2456.037262
3985-001-01,2020-21,Mainland Other Urban,Maize (flour),4000
3985-001-01,2020-21,Mainland Other Urban,Plantains,12500
3985-001-01,2020-21,Mainland Other Urban,Pulses,4000
3985-001-01,2020-21,Mainland Other Urban,Rice (husked),7500
3985-001-01,2020-21,Mainland Other Urban,Salt,500
3985-001-01,2020-21,Mainland Other Urban,Sugar,5600
3985-001-01,2020-21,Mainland Other Urban,Sugarcane,664.6666667
3985-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),1257.205882
4006-001-01,2020-21,Mainland Rural,Cooking Oil,1225
4006-001-01,2020-21,Mainland Rural,Maize (flour),7000
4006-001-01,2020-21,Mainland Rural,Millet & Sorghum (flour),7500
4006-001-01,2020-21,Mainland Rural,Salt,126
4006-001-01,2020-21,Mainland Rural,Vegetables (fresh),749.4028939
4006-001-01,2020-21,Mainland Rural,Vegetables (preserved),408.3333333
4006-001-01,2020-21,Mainland Rural,Yams/Cocoyams,11282.05128
4025-001-01,2020-21,Mainland Rural,Cooking Oil,200
4025-001-01,2020-21,Mainland Rural,Fish (fresh),833.3333333
4025-001-01,2020-21,Mainland Rural,Leafy Greens,4485.981308
4025-001-01,2020-21,Mainland Rural,Maize (flour),14000
4025-001-01,2020-21,Mainland Rural,Salt,200
4025-001-01,2020-21,Mainland Rural,Sweet Potatoes,1847.076854
4025-001-01,2020-21,Mainland Rural,Vegetables (fresh),601.4469453
4044-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,1050
4044-001-01,2020-21,Mainland Rural,Fish (dried),693.3333333
4044-001-01,2020-21,Mainland Rural,Fish (fresh),3750
4044-001-01,2020-21,Mainland Rural,Maize (flour),8000
4044-001-01,2020-21,Mainland Rural,Milk (fresh),350
4044-001-01,2020-21,Mainland Rural,Pulses,1000
4044-001-01,2020-21,Mainland Rural,Salt,125
4044-001-01,2020-21,Mainland Rural,Vegetables (fresh),481.1575563
4044-001-01,2020-21,Mainland Rural,Vegetables (preserved),3500
4064-001-01,2020-21,Mainland Other Urban,Beef,7000
